itemString,itemName,stackSize,quantity,player,time
i:22846,Major Shadow Protection Potion,1,1,Bluemage,1774610164
i:22445,Arcane Dust,1,94,Bluemage,1774610916
i:22445,Arcane Dust,1,1,Bluemage,1774610921
i:22446,Greater Planar Essence,1,4,Bluemage,1774616773
i:22445,Arcane Dust,1,84,Bluemage,1774616848
i:22445,Arcane Dust,1,115,Bluemage,1774623953
i:22445,Arcane Dust,1,25,Bluemage,1774635230
i:22445,Arcane Dust,1,8,Bluemage,1774635271
i:22445,Arcane Dust,1,19,Bluemage,1774639986
i:22445,Arcane Dust,1,13,Bluemage,1774640027
i:22445,Arcane Dust,1,4,Bluemage,1774640500
i:22445,Arcane Dust,1,4,Bluemage,1774640528
i:22445,Arcane Dust,1,31,Bluemage,1774641091
i:22445,Arcane Dust,1,31,Bluemage,1774641104
i:22445,Arcane Dust,1,1,Bluemage,1774641982
i:22445,Arcane Dust,1,16,Bluemage,1774641985
i:22445,Arcane Dust,1,64,Bluemage,1774657148
i:22445,Arcane Dust,1,38,Bluemage,1774658051
i:22445,Arcane Dust,1,34,Bluemage,1774659008
i:22446,Greater Planar Essence,1,13,Bluemage,1774661610
i:22851,Flask of Fortification,1,1,Bluemage,1774663713
i:22851,Flask of Fortification,1,2,Bluemage,1774664523
i:22445,Arcane Dust,1,1,Bluemage,1774848743
i:22449,Large Prismatic Shard,1,2,Bluemage,1774863571
i:6048,Shadow Protection Potion,1,8,Bluemage,1774945115
i:13465,Mountain Silversage,1,48,Bluemage,1774945825
i:6657,Savory Deviate Delight,20,100,Candyowens,1774984912
i:6657,Savory Deviate Delight,20,80,Candyowens,1774984959
i:13465,Mountain Silversage,20,20,Bluemage,1775075727
i:13465,Mountain Silversage,1,4,Bluemage,1775076404
i:13465,Mountain Silversage,1,3,Bluemage,1775077026
i:21840,Bolt of Netherweave,10,120,Bluemage,1775153253
i:21840,Bolt of Netherweave,10,140,Bluemage,1775153258
i:22446,Greater Planar Essence,1,35,Bluemage,1775188334
i:22446,Greater Planar Essence,1,37,Bluemage,1775189187
i:22445,Arcane Dust,1,96,Bluemage,1775189316
i:22445,Arcane Dust,1,8,Bluemage,1775211917
i:22445,Arcane Dust,1,16,Bluemage,1775211919
i:22445,Arcane Dust,1,17,Bluemage,1775236356
i:22445,Arcane Dust,1,5,Bluemage,1775236359
i:22445,Arcane Dust,1,30,Bluemage,1775236360
i:22445,Arcane Dust,1,4,Bluemage,1775236377
i:22446,Greater Planar Essence,1,14,Bluemage,1775246559
i:22446,Greater Planar Essence,1,7,Bluemage,1775246567
i:22446,Greater Planar Essence,1,256,Bluemage,1775246822
i:22446,Greater Planar Essence,1,13,Bluemage,1775246874
i:22446,Greater Planar Essence,1,32,Bluemage,1775247125
i:25043:-31,?,1,1,Bluemage,1775308390
i:21841,Netherweave Bag,1,32,Bluemage,1775336455
i:21841,Netherweave Bag,1,3,Bluemage,1775337043
i:22445,Arcane Dust,1,107,Bluemage,1775518666
i:22445,Arcane Dust,1,109,Bluemage,1775522228
i:6657,Savory Deviate Delight,1,17,Candyowens,1775551877
i:23426,Khorium Ore,1,14,Bluemage,1775553520
i:22851,Flask of Fortification,1,2,Bluemage,1775563083
i:32902,Bottled Nethergon Energy,1,73,Samaltmann,1775608347
i:32902,Bottled Nethergon Energy,15,120,Samaltmann,1775608392
i:22445,Arcane Dust,1,8,Bluemage,1775612849
i:22445,Arcane Dust,1,5,Bluemage,1775612859
i:22445,Arcane Dust,1,8,Bluemage,1775615384
i:22445,Arcane Dust,1,106,Bluemage,1775615389
i:22445,Arcane Dust,1,67,Bluemage,1775620547
i:22445,Arcane Dust,1,92,Bluemage,1775622068
i:22445,Arcane Dust,1,45,Bluemage,1775639418
i:6657,Savory Deviate Delight,1,113,Candyowens,1775718222
i:23426,Khorium Ore,1,1,Bluemage,1775776642
i:22851,Flask of Fortification,1,2,Bluemage,1775782085
i:22573,Mote of Earth,1,12,Bluemage,1775782125
i:22573,Mote of Earth,1,6,Bluemage,1775782128
i:22445,Arcane Dust,1,20,Bluemage,1775785339
i:22445,Arcane Dust,1,27,Bluemage,1775785342
i:22445,Arcane Dust,1,77,Bluemage,1775788975
i:22445,Arcane Dust,1,46,Bluemage,1775789000
i:4245,Small Silk Pack,1,4,Samaltmann,1775810555
i:22445,Arcane Dust,1,20,Bluemage,1775850049
i:22445,Arcane Dust,1,346,Bluemage,1775872654
i:22445,Arcane Dust,1,73,Bluemage,1775873216
i:22445,Arcane Dust,1,405,Bluemage,1775873923
i:22445,Arcane Dust,1,15,Bluemage,1775878795
i:24691:-16,?,1,3,Bluemage,1775894301
i:25043:-16,Amber Cape of Stamina,1,6,Bluemage,1775894382
i:21840,Bolt of Netherweave,1,17,Bluemage,1775976649
i:21840,Bolt of Netherweave,10,70,Bluemage,1775976751
i:21840,Bolt of Netherweave,1,15,Bluemage,1775978197
i:21840,Bolt of Netherweave,1,30,Bluemage,1775979920
i:21840,Bolt of Netherweave,1,147,Bluemage,1775981353
i:21840,Bolt of Netherweave,1,155,Bluemage,1775981446
i:21840,Bolt of Netherweave,10,100,Bluemage,1775982596
i:21840,Bolt of Netherweave,10,260,Bluemage,1775982597
i:21840,Bolt of Netherweave,10,70,Bluemage,1775984470
i:21840,Bolt of Netherweave,10,210,Bluemage,1775984475
i:21840,Bolt of Netherweave,1,21,Bluemage,1775984496
i:21840,Bolt of Netherweave,1,33,Bluemage,1775984502
i:32902,Bottled Nethergon Energy,1,247,Samaltmann,1776024638
i:22460,Prismatic Sphere,1,10,Bluemage,1776237028
i:23107,Shadow Draenite,1,1,Bluemage,1776245312
i:22573,Mote of Earth,1,7,Bluemage,1776324014
i:22460,Prismatic Sphere,1,10,Bluemage,1776421465
i:22445,Arcane Dust,1,85,Bluemage,1776484496
i:22445,Arcane Dust,1,152,Bluemage,1776485039
i:22445,Arcane Dust,1,37,Bluemage,1776485353
i:22445,Arcane Dust,1,29,Bluemage,1776486229
i:22445,Arcane Dust,1,293,Bluemage,1776486443
i:22445,Arcane Dust,1,234,Bluemage,1776486830
i:22446,Greater Planar Essence,1,59,Bluemage,1776487285
i:22445,Arcane Dust,1,103,Bluemage,1776487472
i:22445,Arcane Dust,1,46,Bluemage,1776487534
i:22445,Arcane Dust,1,66,Bluemage,1776487588
i:22446,Greater Planar Essence,1,9,Bluemage,1776490020
i:22446,Greater Planar Essence,1,6,Bluemage,1776490021
i:21842,Bolt of Imbued Netherweave,1,11,Bluemage,1776490826
i:21842,Bolt of Imbued Netherweave,1,9,Bluemage,1776490833
i:21840,Bolt of Netherweave,1,6,Bluemage,1776498185
i:21840,Bolt of Netherweave,10,40,Bluemage,1776499569
i:24910:-5,Netherstorm Belt of the Monkey,1,1,Bluemage,1776504928
i:24654:-16,?,1,1,Bluemage,1776505318
i:24912:-43,?,1,1,Bluemage,1776505327
i:24773:-34,?,1,3,Bluemage,1776505334
i:32902,Bottled Nethergon Energy,1,100,Samaltmann,1776550121
i:27515,Huge Spotted Feltail,1,38,Candyowens,1776550535
i:27515,Huge Spotted Feltail,1,5,Candyowens,1776550550
i:24891:-43,?,1,1,Bluemage,1776576037
i:24993:-9,?,1,1,Bluemage,1776576041
i:22445,Arcane Dust,1,15,Bluemage,1776590810
i:25029:-15,?,1,3,Bluemage,1776591013
i:24665:-25,?,1,1,Bluemage,1776591037
i:25025:-16,?,1,1,Bluemage,1776591156
i:22445,Arcane Dust,1,54,Bluemage,1776591176
i:22445,Arcane Dust,1,6,Bluemage,1776595324
i:22445,Arcane Dust,1,17,Bluemage,1776663504
i:22445,Arcane Dust,1,140,Bluemage,1776670924
i:22445,Arcane Dust,1,38,Bluemage,1776671093
i:22445,Arcane Dust,1,144,Bluemage,1776671871
i:22445,Arcane Dust,1,60,Bluemage,1776672825
i:22445,Arcane Dust,1,33,Bluemage,1776674956
i:22445,Arcane Dust,1,71,Bluemage,1776674956
i:22460,Prismatic Sphere,1,9,Bluemage,1776799061
i:22446,Greater Planar Essence,1,16,Bluemage,1776870759
i:22450,Void Crystal,1,84,Bluemage,1776870796
i:22445,Arcane Dust,1,82,Bluemage,1777365177
i:22445,Arcane Dust,1,26,Bluemage,1777365181
i:22445,Arcane Dust,1,31,Bluemage,1777365481
i:22445,Arcane Dust,1,65,Bluemage,1777365483
i:23737,Adamantite Grenade,1,26,Bluemage,1777448897
i:22794,Fel Lotus,1,1,Bluemage,1777537552
i:23737,Adamantite Grenade,1,23,Bluemage,1777688579
i:23781,Elemental Blasting Powder,1,88,Bluemage,1777688604
i:10940,Strange Dust,1,15,Bluemage,1777740213
i:3470,Rough Grinding Stone,19,19,Bluemage,1777786709
i:2871,Heavy Sharpening Stone,1,14,Bluemage,1778040826
i:28420,Fel Weightstone,1,15,Bluemage,1778040834
i:25521,Greater Rune of Warding,1,1,Bluemage,1778055606
i:23575,Lesser Ward of Shielding,1,18,Bluemage,1778056463
i:23559,Lesser Rune of Warding,1,13,Bluemage,1778056468
